agent_x,agent_y,agent_dir,goal_pos,goal_name,action,reward
1,2,sud,"(1, 4)",no_key,DROP,0.0
1,2,est,"(1, 1)",no_key,DROP,0.0
1,2,north,"(1, 4)",no_key,FORWARD,0.0
1,3,sud,"(3, 2)",has_key,PICKUP,0.0
2,3,est,"(2, 4)",no_key,FORWARD,0.0
2,4,est,"(1, 3)",no_key,TOGGLE,0.0
1,3,north,"(2, 4)",no_key,DROP,0.0
1,4,sud,"(1, 3)",no_key,DONE,0.0
2,3,west,"(1, 4)",no_key,TOGGLE,0.0
1,2,west,"(1, 4)",no_key,DONE,0.0
2,1,north,"(1, 4)",no_key,DROP,0.0
1,3,sud,"(2, 1)",has_key,RIGHT,0.0
1,4,est,"(1, 1)",no_key,RIGHT,0.0
1,3,sud,"(1, 4)",no_key,LEFT,0.0
2,1,sud,"(1, 4)",no_key,RIGHT,0.0
2,1,north,"(4, 4)",door_open,DONE,0.0
1,4,west,"(1, 2)",no_key,RIGHT,0.0
2,4,est,"(2, 1)",no_key,LEFT,0.0
1,1,west,"(1, 4)",no_key,RIGHT,0.0
1,2,est,"(1, 4)",no_key,DROP,0.0
1,3,west,"(3, 1)",has_key,DROP,0.0
2,2,est,"(2, 4)",no_key,DONE,0.0
3,2,west,"(4, 4)",door_open,DONE,0.0
1,4,sud,"(1, 2)",no_key,DROP,0.0
2,3,sud,"(1, 4)",no_key,TOGGLE,0.0
1,3,north,"(1, 2)",no_key,PICKUP,0.0
2,2,west,"(1, 2)",no_key,DROP,0.0
1,4,est,"(1, 3)",no_key,TOGGLE,0.0
1,2,sud,"(1, 3)",no_key,FORWARD,0.0
1,1,est,"(2, 1)",no_key,TOGGLE,0.0
1,2,west,"(1, 1)",no_key,DROP,0.0
1,4,sud,"(1, 2)",no_key,LEFT,0.0
1,4,north,"(1, 3)",no_key,TOGGLE,0.0
1,1,west,"(1, 4)",no_key,RIGHT,0.0
3,2,north,"(4, 4)",door_open,LEFT,0.0
1,2,est,"(1, 1)",no_key,LEFT,0.0
2,2,est,"(1, 3)",no_key,FORWARD,0.0
1,3,est,"(3, 2)",has_key,TOGGLE,0.0
2,3,west,"(1, 4)",no_key,TOGGLE,0.0
2,2,est,"(1, 4)",no_key,RIGHT,0.0
2,2,est,"(3, 1)",has_key,DROP,0.0
1,2,est,"(1, 4)",no_key,PICKUP,0.0
2,1,west,"(1, 2)",no_key,FORWARD,0.0
3,2,west,"(4, 4)",door_open,RIGHT,0.0
1,2,est,"(2, 4)",no_key,TOGGLE,0.0
1,1,west,"(1, 4)",no_key,DONE,0.0
1,1,west,"(4, 4)",door_open,DONE,0.0
2,3,west,"(1, 2)",no_key,RIGHT,0.0
1,2,sud,"(1, 1)",no_key,DROP,0.0
1,3,west,"(3, 1)",has_key,RIGHT,0.0
2,4,north,"(1, 4)",no_key,PICKUP,0.0
2,1,north,"(1, 4)",no_key,DROP,0.0
1,2,west,"(1, 4)",no_key,PICKUP,0.0
4,1,est,"(4, 4)",door_open,TOGGLE,0.0
1,2,west,"(1, 4)",no_key,DROP,0.0
1,1,sud,"(2, 2)",no_key,FORWARD,0.0
2,4,est,"(2, 1)",no_key,DROP,0.0
1,1,north,"(1, 4)",no_key,DROP,0.0
1,3,west,"(1, 1)",no_key,TOGGLE,0.0
2,3,est,"(3, 1)",has_key,PICKUP,0.0
2,1,west,"(1, 4)",no_key,PICKUP,0.0
1,2,est,"(1, 1)",no_key,LEFT,0.0
2,3,est,"(1, 4)",no_key,DONE,0.0
1,2,west,"(1, 1)",no_key,FORWARD,0.0
2,3,west,"(1, 4)",no_key,PICKUP,0.0
2,1,sud,"(4, 4)",door_open,DONE,0.0
2,2,north,"(1, 4)",no_key,DROP,0.0
1,3,west,"(1, 1)",no_key,LEFT,0.0
1,1,west,"(2, 1)",has_key,TOGGLE,0.0
1,4,sud,"(2, 1)",has_key,LEFT,0.0
1,3,west,"(1, 2)",no_key,RIGHT,0.0
1,4,est,"(2, 1)",has_key,RIGHT,0.0
1,1,north,"(1, 4)",no_key,TOGGLE,0.0
1,3,sud,"(1, 4)",no_key,PICKUP,0.0
2,4,west,"(1, 4)",no_key,DROP,0.0
1,4,sud,"(1, 1)",no_key,FORWARD,0.0
2,3,north,"(2, 2)",no_key,LEFT,0.0
1,4,sud,"(1, 2)",no_key,RIGHT,0.0
1,2,est,"(1, 4)",no_key,DONE,0.0
1,3,north,"(3, 2)",has_key,TOGGLE,0.0
1,1,est,"(1, 4)",no_key,RIGHT,0.0
2,1,sud,"(1, 4)",no_key,DROP,0.0
1,1,est,"(2, 1)",no_key,RIGHT,0.0
1,4,north,"(1, 3)",no_key,PICKUP,0.0
1,1,sud,"(4, 4)",door_open,LEFT,0.0
1,2,sud,"(1, 4)",no_key,LEFT,0.0
2,2,est,"(3, 2)",has_key,LEFT,0.0
2,1,west,"(2, 2)",no_key,LEFT,0.0
2,4,north,"(1, 2)",no_key,PICKUP,0.0
1,4,west,"(1, 1)",no_key,PICKUP,0.0
1,2,est,"(2, 4)",no_key,TOGGLE,0.0
1,3,est,"(1, 4)",no_key,LEFT,0.0
2,4,north,"(1, 2)",no_key,DONE,0.0
1,3,west,"(1, 1)",no_key,DONE,0.0
2,2,est,"(1, 4)",no_key,DROP,0.0
2,2,north,"(3, 1)",has_key,PICKUP,0.0
1,4,north,"(2, 4)",no_key,PICKUP,0.0
2,2,est,"(1, 4)",no_key,TOGGLE,0.0
1,1,est,"(1, 4)",no_key,FORWARD,0.0
1,4,sud,"(1, 3)",no_key,PICKUP,0.0
1,1,west,"(2, 1)",has_key,FORWARD,0.0
2,1,west,"(2, 4)",no_key,PICKUP,0.0
2,1,sud,"(1, 4)",no_key,FORWARD,0.0
1,1,west,"(1, 4)",no_key,DROP,0.0
1,2,north,"(1, 4)",no_key,DROP,0.0
1,4,west,"(1, 2)",no_key,FORWARD,0.0
1,2,sud,"(1, 1)",no_key,DROP,0.0
1,3,north,"(1, 4)",no_key,PICKUP,0.0
1,1,est,"(2, 1)",no_key,DONE,0.0
2,1,west,"(1, 4)",no_key,TOGGLE,0.0
2,4,west,"(1, 4)",no_key,FORWARD,0.0
1,1,north,"(3, 1)",has_key,LEFT,0.0
1,4,sud,"(1, 1)",no_key,DROP,0.0
1,4,est,"(1, 1)",no_key,PICKUP,0.0
1,4,est,"(1, 2)",no_key,TOGGLE,0.0
1,2,north,"(1, 4)",no_key,LEFT,0.0
1,2,west,"(4, 4)",door_open,DONE,0.0
2,2,sud,"(1, 4)",no_key,FORWARD,0.0
2,2,est,"(3, 1)",has_key,LEFT,0.0
1,4,west,"(2, 4)",no_key,RIGHT,0.0
1,4,north,"(1, 2)",no_key,PICKUP,0.0
1,2,west,"(1, 4)",no_key,FORWARD,0.0
1,4,est,"(1, 1)",no_key,PICKUP,0.0
2,1,west,"(1, 4)",no_key,DROP,0.0
1,1,north,"(4, 4)",door_open,LEFT,0.0
3,1,est,"(4, 4)",door_open,DONE,0.0
2,2,sud,"(1, 4)",no_key,RIGHT,0.0
1,1,sud,"(1, 4)",no_key,PICKUP,0.0
2,2,est,"(1, 4)",no_key,RIGHT,0.0
1,3,north,"(1, 2)",no_key,LEFT,0.0
2,4,west,"(1, 2)",no_key,TOGGLE,0.0
1,4,north,"(1, 3)",no_key,TOGGLE,0.0
2,1,north,"(1, 4)",no_key,FORWARD,0.0
1,4,north,"(1, 3)",no_key,DROP,0.0
1,2,west,"(1, 1)",no_key,LEFT,0.0
2,4,est,"(1, 3)",no_key,LEFT,0.0
2,4,north,"(1, 4)",no_key,RIGHT,0.0
2,2,est,"(1, 4)",no_key,TOGGLE,0.0
2,3,north,"(2, 2)",no_key,DONE,0.0
1,2,sud,"(4, 4)",door_open,DONE,0.0
2,3,est,"(3, 1)",has_key,TOGGLE,0.0
2,1,north,"(1, 2)",no_key,DONE,0.0
2,4,north,"(1, 3)",no_key,DROP,0.0
2,2,west,"(1, 4)",no_key,FORWARD,0.0
1,3,est,"(1, 2)",no_key,PICKUP,0.0
2,3,est,"(3, 1)",has_key,DONE,0.0
1,2,west,"(2, 4)",no_key,LEFT,0.0
1,1,north,"(1, 4)",no_key,TOGGLE,0.0
1,2,north,"(1, 1)",no_key,TOGGLE,0.0
2,3,est,"(2, 2)",no_key,LEFT,0.0
1,4,sud,"(1, 1)",no_key,DROP,0.0
1,4,west,"(1, 2)",no_key,DROP,0.0
1,4,west,"(1, 1)",no_key,DROP,0.0
1,4,sud,"(1, 1)",no_key,DROP,0.0
1,1,est,"(4, 4)",door_open,PICKUP,0.0
1,3,west,"(1, 2)",no_key,DROP,0.0
1,2,north,"(3, 2)",has_key,FORWARD,0.0
1,2,sud,"(2, 4)",no_key,LEFT,0.0
1,1,est,"(2, 1)",no_key,RIGHT,0.0
1,1,est,"(4, 4)",door_open,LEFT,0.0
1,4,north,"(1, 1)",no_key,FORWARD,0.0
1,4,west,"(1, 2)",no_key,RIGHT,0.0
1,3,sud,"(1, 1)",no_key,FORWARD,0.0
2,4,west,"(3, 2)",has_key,TOGGLE,0.0
2,2,north,"(2, 4)",no_key,PICKUP,0.0
1,2,north,"(2, 1)",has_key,TOGGLE,0.0
1,1,north,"(1, 4)",no_key,TOGGLE,0.0
1,2,west,"(4, 4)",door_open,DONE,0.0
1,4,est,"(1, 1)",no_key,LEFT,0.0
1,3,west,"(1, 2)",no_key,TOGGLE,0.0
2,2,sud,"(2, 1)",no_key,DONE,0.0
2,1,sud,"(1, 4)",no_key,RIGHT,0.0
1,2,sud,"(1, 4)",no_key,PICKUP,0.0
2,4,north,"(1, 3)",no_key,DROP,0.0
1,2,north,"(3, 2)",has_key,RIGHT,0.0
1,1,sud,"(1, 4)",no_key,LEFT,0.0
2,2,est,"(1, 4)",no_key,LEFT,0.0
2,1,est,"(1, 2)",no_key,FORWARD,0.0
1,3,est,"(1, 1)",no_key,FORWARD,0.0
1,4,west,"(3, 2)",has_key,TOGGLE,0.0
1,4,west,"(1, 1)",no_key,RIGHT,0.0
1,4,west,"(1, 1)",no_key,PICKUP,0.0
1,2,west,"(1, 1)",no_key,RIGHT,0.0
1,4,west,"(1, 1)",no_key,TOGGLE,0.0
1,2,west,"(3, 1)",has_key,RIGHT,0.0
1,1,west,"(3, 1)",has_key,FORWARD,0.0
1,1,est,"(1, 4)",no_key,TOGGLE,0.0
1,4,north,"(1, 1)",no_key,RIGHT,0.0
1,3,sud,"(2, 1)",has_key,PICKUP,0.0
2,1,sud,"(1, 3)",no_key,DONE,0.0
1,1,north,"(1, 4)",no_key,DROP,0.0
2,3,est,"(1, 4)",no_key,LEFT,0.0
2,3,west,"(1, 4)",no_key,TOGGLE,0.0
2,1,sud,"(1, 4)",no_key,DONE,0.0
1,4,north,"(1, 1)",no_key,DROP,0.0
1,3,west,"(1, 1)",no_key,RIGHT,0.0
1,1,north,"(1, 4)",no_key,DONE,0.0
2,2,est,"(1, 4)",no_key,FORWARD,0.0
1,2,est,"(1, 1)",no_key,FORWARD,0.0
1,1,sud,"(1, 4)",no_key,FORWARD,0.0
2,2,west,"(1, 4)",no_key,DROP,0.0
1,3,west,"(2, 3)",no_key,PICKUP,0.0
2,4,sud,"(1, 2)",no_key,DROP,0.0
2,1,est,"(2, 4)",no_key,LEFT,0.0
1,3,est,"(3, 1)",has_key,RIGHT,0.0
1,2,sud,"(4, 4)",door_open,DROP,0.0
2,1,west,"(1, 4)",no_key,DONE,0.0
2,1,north,"(1, 4)",no_key,PICKUP,0.0
1,4,sud,"(1, 1)",no_key,LEFT,0.0
1,1,sud,"(3, 1)",has_key,DONE,0.0
3,2,north,"(4, 4)",door_open,RIGHT,0.0
1,3,north,"(1, 2)",no_key,DROP,0.0
1,4,north,"(1, 1)",no_key,PICKUP,0.0
1,4,west,"(3, 2)",has_key,FORWARD,0.0
2,2,est,"(1, 4)",no_key,PICKUP,0.0
2,1,est,"(1, 4)",no_key,LEFT,0.0
1,1,west,"(1, 4)",no_key,DROP,0.0
2,4,sud,"(1, 2)",no_key,FORWARD,0.0
1,4,west,"(3, 2)",has_key,LEFT,0.0
1,4,west,"(3, 2)",has_key,RIGHT,0.0
2,1,est,"(1, 4)",no_key,DROP,0.0
1,1,north,"(1, 4)",no_key,TOGGLE,0.0
1,3,west,"(1, 2)",no_key,FORWARD,0.0
1,2,west,"(1, 4)",no_key,RIGHT,0.0
1,4,est,"(1, 1)",no_key,LEFT,0.0
1,3,west,"(1, 4)",no_key,FORWARD,0.0
1,2,north,"(1, 1)",no_key,RIGHT,0.0
1,4,sud,"(1, 1)",no_key,PICKUP,0.0
1,4,sud,"(1, 1)",no_key,TOGGLE,0.0
1,1,est,"(1, 2)",no_key,PICKUP,0.0
1,3,sud,"(1, 1)",no_key,TOGGLE,0.0
1,3,west,"(2, 2)",no_key,RIGHT,0.0
1,3,west,"(1, 1)",no_key,TOGGLE,0.0
1,4,west,"(1, 3)",no_key,RIGHT,0.0
2,3,north,"(2, 2)",no_key,FORWARD,0.0
1,4,sud,"(2, 3)",no_key,FORWARD,0.0
2,4,est,"(1, 3)",no_key,DONE,0.0
1,1,north,"(1, 4)",no_key,RIGHT,0.0
2,2,est,"(1, 4)",no_key,DONE,0.0
2,4,north,"(1, 2)",no_key,FORWARD,0.0
1,3,west,"(3, 1)",has_key,RIGHT,0.0
1,4,est,"(1, 1)",no_key,LEFT,0.0
1,4,sud,"(2, 1)",has_key,RIGHT,0.0
1,4,sud,"(1, 1)",no_key,FORWARD,0.0
1,1,est,"(1, 4)",no_key,LEFT,0.0
1,1,west,"(1, 4)",no_key,PICKUP,0.0
1,1,sud,"(3, 1)",has_key,RIGHT,0.0
1,1,west,"(1, 4)",no_key,PICKUP,0.0
1,3,sud,"(1, 1)",no_key,DROP,0.0
1,2,north,"(2, 1)",has_key,FORWARD,0.0
2,3,north,"(2, 1)",no_key,DONE,0.0
2,2,west,"(1, 4)",no_key,LEFT,0.0
3,2,north,"(4, 4)",door_open,RIGHT,0.0
1,1,north,"(3, 1)",has_key,RIGHT,0.0
1,1,sud,"(1, 2)",no_key,RIGHT,0.0
1,2,west,"(1, 1)",no_key,TOGGLE,0.0
2,3,sud,"(2, 2)",no_key,PICKUP,0.0
1,2,west,"(4, 4)",door_open,LEFT,0.0
1,2,sud,"(1, 4)",no_key,LEFT,0.0
1,1,west,"(2, 4)",no_key,RIGHT,0.0
2,2,sud,"(1, 3)",no_key,LEFT,0.0
1,1,west,"(1, 4)",no_key,FORWARD,0.0
1,3,north,"(1, 1)",no_key,LEFT,0.0
2,1,est,"(1, 4)",no_key,DONE,0.0
1,2,west,"(2, 1)",has_key,DONE,0.0
1,3,sud,"(2, 1)",has_key,FORWARD,0.0
1,3,west,"(2, 4)",no_key,RIGHT,0.0
1,4,sud,"(1, 1)",no_key,LEFT,0.0
1,1,west,"(2, 1)",no_key,DROP,0.0
1,4,north,"(1, 3)",no_key,PICKUP,0.0
1,1,north,"(1, 4)",no_key,LEFT,0.0
1,4,west,"(1, 1)",no_key,PICKUP,0.0
1,1,west,"(1, 4)",no_key,RIGHT,0.0
2,2,west,"(1, 4)",no_key,DROP,0.0
4,1,west,"(3, 1)",has_key,PICKUP,0.0
2,1,west,"(1, 4)",no_key,DONE,0.0
1,3,sud,"(1, 2)",no_key,FORWARD,0.0
1,4,sud,"(2, 3)",no_key,DROP,0.0
1,3,est,"(1, 2)",no_key,FORWARD,0.0
1,1,sud,"(2, 2)",no_key,DONE,0.0
2,2,est,"(2, 4)",no_key,PICKUP,0.0
2,1,north,"(1, 4)",no_key,FORWARD,0.0
2,1,north,"(1, 4)",no_key,TOGGLE,0.0
2,1,sud,"(3, 1)",has_key,RIGHT,0.0
1,2,west,"(1, 4)",no_key,PICKUP,0.0
2,1,sud,"(1, 4)",no_key,RIGHT,0.0
2,4,est,"(2, 1)",no_key,RIGHT,0.0
1,3,sud,"(1, 2)",no_key,DONE,0.0
1,3,est,"(1, 4)",no_key,DROP,0.0
2,1,est,"(2, 4)",no_key,DROP,0.0
1,4,north,"(3, 2)",has_key,FORWARD,0.0
1,3,north,"(3, 1)",has_key,PICKUP,0.0
1,4,north,"(2, 1)",no_key,RIGHT,0.0
1,3,north,"(1, 2)",no_key,PICKUP,0.0
1,4,est,"(2, 3)",no_key,TOGGLE,0.0
1,1,sud,"(2, 4)",no_key,PICKUP,0.0
1,4,sud,"(1, 3)",no_key,DROP,0.0
1,4,north,"(1, 3)",no_key,LEFT,0.0
1,1,sud,"(3, 1)",has_key,PICKUP,0.0
1,4,north,"(1, 3)",no_key,DONE,0.0
1,1,west,"(3, 1)",has_key,RIGHT,0.0
2,4,west,"(1, 4)",no_key,TOGGLE,0.0
1,4,north,"(1, 3)",no_key,LEFT,0.0
2,2,north,"(2, 4)",no_key,RIGHT,0.0
2,1,sud,"(1, 4)",no_key,TOGGLE,0.0
2,2,north,"(1, 2)",no_key,PICKUP,0.0
1,4,west,"(1, 3)",no_key,DROP,0.0
1,2,est,"(1, 1)",no_key,TOGGLE,0.0
2,4,est,"(3, 2)",has_key,PICKUP,0.0
1,1,north,"(1, 4)",no_key,PICKUP,0.0
1,4,west,"(2, 1)",has_key,LEFT,0.0
1,3,sud,"(2, 1)",has_key,FORWARD,0.0
1,3,sud,"(1, 1)",no_key,TOGGLE,0.0
2,2,north,"(3, 1)",has_key,FORWARD,0.0
2,4,est,"(1, 3)",no_key,LEFT,0.0
2,3,north,"(1, 4)",no_key,LEFT,0.0
2,4,west,"(2, 1)",no_key,PICKUP,0.0
1,1,north,"(1, 4)",no_key,FORWARD,0.0
1,3,sud,"(1, 4)",no_key,RIGHT,0.0
2,4,west,"(1, 4)",no_key,DONE,0.0
1,2,north,"(1, 1)",no_key,PICKUP,0.0
2,4,north,"(1, 3)",no_key,LEFT,0.0
2,2,west,"(1, 2)",no_key,TOGGLE,0.0
1,1,sud,"(4, 4)",door_open,DROP,0.0
1,1,west,"(1, 4)",no_key,DONE,0.0
1,3,west,"(1, 2)",no_key,TOGGLE,0.0
1,4,sud,"(2, 3)",no_key,DROP,0.0
1,3,north,"(1, 2)",no_key,FORWARD,0.0
1,4,sud,"(2, 1)",has_key,DONE,0.0
1,1,west,"(2, 4)",no_key,DONE,0.0
1,4,est,"(1, 1)",no_key,DONE,0.0
2,4,est,"(2, 1)",no_key,TOGGLE,0.0
1,3,west,"(2, 3)",no_key,LEFT,0.0
2,3,north,"(1, 4)",no_key,LEFT,0.0
2,3,north,"(1, 4)",no_key,FORWARD,0.0
2,4,north,"(1, 2)",no_key,PICKUP,0.0
1,4,north,"(1, 3)",no_key,FORWARD,0.0
1,2,north,"(1, 4)",no_key,DROP,0.0
1,4,north,"(1, 1)",no_key,RIGHT,0.0
2,2,north,"(1, 4)",no_key,LEFT,0.0
1,1,north,"(2, 1)",has_key,FORWARD,0.0
2,4,west,"(3, 2)",has_key,TOGGLE,0.0
1,2,west,"(1, 4)",no_key,LEFT,0.0
2,2,est,"(1, 4)",no_key,LEFT,0.0
1,1,west,"(2, 1)",has_key,DONE,0.0
1,2,north,"(1, 4)",no_key,PICKUP,0.0
1,2,west,"(1, 4)",no_key,DONE,0.0
1,3,north,"(1, 4)",no_key,FORWARD,0.0
1,3,west,"(1, 4)",no_key,DROP,0.0
2,4,north,"(1, 3)",no_key,DROP,0.0
1,4,sud,"(1, 1)",no_key,RIGHT,0.0
1,4,sud,"(2, 1)",no_key,FORWARD,0.0
2,2,est,"(1, 3)",no_key,DONE,0.0
1,1,est,"(2, 4)",no_key,FORWARD,0.0
2,3,west,"(1, 3)",no_key,LEFT,0.0
2,4,est,"(3, 2)",has_key,DROP,0.0
2,1,west,"(4, 4)",door_open,FORWARD,0.0
1,4,north,"(1, 1)",no_key,DONE,0.0
1,2,est,"(1, 1)",no_key,DONE,0.0
2,4,est,"(3, 2)",has_key,TOGGLE,0.0
1,3,sud,"(1, 1)",no_key,TOGGLE,0.0
2,1,est,"(1, 4)",no_key,PICKUP,0.0
2,4,west,"(1, 4)",no_key,RIGHT,0.0
2,4,west,"(1, 4)",no_key,TOGGLE,0.0
1,1,west,"(1, 4)",no_key,TOGGLE,0.0
1,4,north,"(1, 1)",no_key,TOGGLE,0.0
2,2,sud,"(1, 4)",no_key,RIGHT,0.0
1,2,north,"(1, 1)",no_key,RIGHT,0.0
1,2,west,"(1, 1)",no_key,PICKUP,0.0
1,4,north,"(1, 1)",no_key,TOGGLE,0.0
1,4,est,"(1, 2)",no_key,DROP,0.0
1,3,north,"(1, 4)",no_key,LEFT,0.0
1,4,est,"(1, 1)",no_key,LEFT,0.0
1,4,est,"(1, 1)",no_key,DROP,0.0
2,2,est,"(3, 2)",has_key,TOGGLE,0.0
1,4,north,"(1, 1)",no_key,PICKUP,0.0
2,3,est,"(2, 2)",no_key,FORWARD,0.0
2,4,est,"(2, 1)",no_key,DONE,0.0
1,1,sud,"(1, 4)",no_key,RIGHT,0.0
1,4,sud,"(1, 3)",no_key,DONE,0.0
1,4,sud,"(1, 1)",no_key,RIGHT,0.0
1,4,sud,"(1, 2)",no_key,LEFT,0.0
2,1,north,"(1, 3)",no_key,DONE,0.0
1,4,west,"(1, 2)",no_key,PICKUP,0.0
1,4,west,"(1, 3)",no_key,PICKUP,0.0
1,2,sud,"(1, 4)",no_key,DROP,0.0
1,2,sud,"(1, 1)",no_key,LEFT,0.0
1,4,sud,"(3, 2)",has_key,TOGGLE,0.0
1,3,west,"(1, 1)",no_key,RIGHT,0.0
2,3,north,"(1, 4)",no_key,FORWARD,0.0
1,1,north,"(2, 4)",no_key,LEFT,0.0
1,4,sud,"(1, 3)",no_key,DONE,0.0
2,4,est,"(1, 3)",no_key,LEFT,0.0
2,3,est,"(3, 1)",has_key,RIGHT,0.0
1,2,west,"(1, 4)",no_key,PICKUP,0.0
1,4,north,"(2, 3)",no_key,PICKUP,0.0
1,4,west,"(1, 2)",no_key,DONE,0.0
1,1,sud,"(1, 4)",no_key,TOGGLE,0.0
2,1,north,"(1, 2)",no_key,DONE,0.0
2,4,north,"(1, 3)",no_key,DONE,0.0
